id;created_at;text
1,35515E+18;29/01/2021 13:48;"The NHS will contact you when it's your turn to have the coronavirus (COVID-19) vaccination.

When it's your turn,… https://t.co/HKNb3oDp6U"
1,3551E+18;29/01/2021 10:34;@lizhon70 @TheRustler83 (3/3) The NHS is delivering the COVID-19 the  vaccination programme with vaccines  that hav… https://t.co/52OXab7Ngk
1,3551E+18;29/01/2021 10:33;@lizhon70 @TheRustler83 (2/3) COVID-19 vaccines have been developed in a coordinated way that allows some stages of… https://t.co/TqoVSOGZHE
1,3551E+18;29/01/2021 10:33;@lizhon70 @TheRustler83 (1/3) Hello. Vaccine development has been underway since early last year, as soon as the vi… https://t.co/CaAjiaHwZp
1,35509E+18;29/01/2021 10:02;Scammers are sending emails that invite users to input their bank details into a website to confirm their COVID-19… https://t.co/bI1wcZXxwR
1,35489E+18;28/01/2021 20:41;"@DebDebabbble @NHS Sorry to hear that. You can report it to @actionfrauduk here

https://t.co/4baB1epTRV

Thank you."
1,35483E+18;28/01/2021 16:17;@rhymingmisfit @BrentSantus 6/6 For people under 35, you can call Papyrus on 0800 068 41 41 – Monday to Friday 9am… https://t.co/1IdXhRMZZA
1,35483E+18;28/01/2021 16:17;@rhymingmisfit @BrentSantus 5/6 If you ever need to talk, Samaritans are also available to listen at any time of th… https://t.co/5FVV8Jfo75
1,35483E+18;28/01/2021 16:17;"@rhymingmisfit @BrentSantus 4/6 to A&amp;E. Or ask someone else to call 999 or take you to A&amp;E.  If it is possible, get… https://t.co/szxt5dy7lK"
1,35483E+18;28/01/2021 16:16;@rhymingmisfit @BrentSantus 3/6 give individual health advice, but we can point you in the direction of resources a… https://t.co/Xt7rUx8wmZ
1,35483E+18;28/01/2021 16:15;@rhymingmisfit @BrentSantus 2/6 important to tell someone. Whatever feelings or situation got you here, there are p… https://t.co/n0aKx0noPO
1,35483E+18;28/01/2021 16:15;@rhymingmisfit @BrentSantus 1/6 Hi @rhymingmisfit. Please do not give up hope. You are clearly going through a diff… https://t.co/lIQM5w9eOC
1,35483E+18;28/01/2021 16:15;"Even if you've had the COVID-19 vaccine, it's important that you continue to follow national restrictions.

➡️ Cont… https://t.co/zsKDWuSpFV"
1,35482E+18;28/01/2021 16:05;Taking care of your mind is really important when you are staying at home. Visit the #EveryMindMatters coronavirus… https://t.co/RucIxyIKXJ
1,35482E+18;28/01/2021 15:57;Development of the COVID-19 vaccine has been underway since early 2020, as soon as virus began spreading. Knowledge… https://t.co/6eDhfjUczO
1,35482E+18;28/01/2021 15:55;"RT @DHSCgovuk: ""All vaccines are extensively tested before they are introduced, and this vaccine is no exception.""

Dr Mary Ramsay, head of…"
1,35476E+18;28/01/2021 11:44;@kebladas81 Hi Peter. We are working hard to expand access to mental health services as set out in the Mental Healt… https://t.co/bYfY8jTl8D
1,35474E+18;28/01/2021 10:44;"If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.

Read the la… https://t.co/3pibRhU636"
1,35467E+18;28/01/2021 05:38;@bimblebelle Hi Katrina. We are working hard to expand access to mental health services as set out in the Mental He… https://t.co/mZfXCEjhtw
1,35458E+18;27/01/2021 23:52;@BrentSantus Hi Brent. We are sorry you only received online counseling. You can find information about treatment o… https://t.co/vjefHEyR6i
1,35446E+18;27/01/2021 16:17;The COVID-19 vaccination programme will continue to ramp up in the weeks and months ahead and will be extended to m… https://t.co/Sb3hx7Dsi9
1,35444E+18;27/01/2021 14:47;"If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.

Read the la… https://t.co/eO0nXiWM0m"
1,35441E+18;27/01/2021 12:30;Want to get active? You can track your progress, set yourself goals and get top tips for moving more with the Activ… https://t.co/KyDLivilKb
1,3544E+18;27/01/2021 11:56;We've all been adapting to lots of change and uncertainty and it's important not to lose sight of the achievements… https://t.co/dKcK6vh9Cs
1,35438E+18;27/01/2021 11:00;"The COVID-19 vaccines work by teaching your immune system how to defend itself against attack from the virus. 

Rea… https://t.co/Cb4h0gbrR6"
1,35438E+18;27/01/2021 10:55;"RT @actionfrauduk: Remember, the vaccine is only available on the @NHSuk and is free of charge. 

If you receive an email, text message or…"
1,35411E+18;26/01/2021 17:00;Join the thousands of people in England choosing to improve their health with #BetterHealth. For free tools and sup… https://t.co/AkcDHUJHM2
1,35409E+18;26/01/2021 15:43;The COVID-19 vaccination programme will continue to ramp up in the weeks and months ahead and will be extended to m… https://t.co/Sjp81tdEfY
1,35404E+18;26/01/2021 12:08;Dealing with stress, feeling low, worrying too much or not sleeping as well? There are simple steps you can take to… https://t.co/n50X0Ae44n
1,35404E+18;26/01/2021 12:03;RT @NHSuk: We're seeing reports of scam emails that invite users to input their bank details into a website to confirm their COVID-19 vacci…
1,35403E+18;26/01/2021 11:48;@Roydini25 We’re sorry that you have to wait for 18 months for an appointment. If you want to talk the following fr… https://t.co/eeuMJ82rrl
1,35403E+18;26/01/2021 11:27;"RT @NHSuk: The COVID-19 vaccine is free of charge on the NHS.

We will never ask for:

❌ your bank account or card details

❌ your pin or b…"
1,35401E+18;26/01/2021 10:13;The COVID-19 vaccine was only made available to the public after meeting strict safety and effectiveness criteria.… https://t.co/EohucLYkzq
1,35399E+18;26/01/2021 08:58;RT @stephenfry: If you are feeling a bit low and anxious at the moment, remember you are not alone. Keep talking and reaching out to your f…
1,35385E+18;25/01/2021 23:57;@a_rdavey Hope you’re ok. Remember, talking to people can help - and the Every Mind Matters website has some info y… https://t.co/Xd97mO7om5
1,35378E+18;25/01/2021 19:04;@jprs76 @Leicester_News @JonAshworth @SwainITV @piersmorgan Hello there. Sadly this is not genuine and you should n… https://t.co/3sr7gTE61X
1,35378E+18;25/01/2021 18:46;@elizabe54414444 You do not need to give us bank or card details to book a COVID vaccine appointment. It sounds lik… https://t.co/6dCOnzbax2
1,35377E+18;25/01/2021 18:23;@sonsofamo It is not genuine unfortunately. It can be reported to @actionfrauduk - a bit more info below if helpful… https://t.co/8ZorRsZNeL
1,35376E+18;25/01/2021 17:50;"@UCAREoxford Thanks for sharing this with us. We have some info on how we'll contact you here, if it's helpful.

https://t.co/RZnFzn0n2U"
1,35376E+18;25/01/2021 17:48;@wheels_motion_1 Hi there, this is not from the NHS and you shouldn't follow the links. You can report the email vi… https://t.co/gZcI9ou7S8
1,35376E+18;25/01/2021 17:46;"@alex_freeman Thanks for sharing. 

You can report the email through @actionfrauduk 

https://t.co/pU7um0Nd3Q"
1,35376E+18;25/01/2021 17:40;@NHSForthValley @garryhale @ScotlandNHS @scotgov Garry, @actionfrauduk also have some helpful information about how… https://t.co/b7JJy65LG1
1,35375E+18;25/01/2021 17:08;For details on how you will be contacted by the NHS about the COVID-19 when it's your turn, check out our website… https://t.co/1i5DjJCW5O
1,35375E+18;25/01/2021 17:08;"The COVID-19 vaccine is free of charge on the NHS.

We will never ask for:

❌ your bank account or card details

❌… https://t.co/8Om1mfLOj5"
1,35375E+18;25/01/2021 17:00;Cutting down cuts your risk and can make a big difference for you and your health. For support and advice on eating… https://t.co/oY24hOkW8w
1,35375E+18;25/01/2021 16:55;We're seeing reports of scam emails that invite users to input their bank details into a website to confirm their C… https://t.co/qHq0liC4jk
1,35375E+18;25/01/2021 16:51;@sparkycaro Yes, please delete. We do not ask for bank or card details to book a vaccine. There is some advice from… https://t.co/k7RIhv8IUY
1,35374E+18;25/01/2021 16:15;"RT @actionfrauduk: Remember, the vaccine is only available on the @NHSuk and is free of charge. 

If you receive an email, text message or…"
1,35374E+18;25/01/2021 16:11;@sparklingtechie Thanks for letting us know. We'd recommend reporting this to Action Fraud: https://t.co/4baB1epTRV… https://t.co/rOhyLjMzxh
1,35373E+18;25/01/2021 15:39;Development of the COVID-19 vaccine has been underway since early 2020, as soon as virus began spreading. Knowledge… https://t.co/JU6oJ4iOEF
1,35372E+18;25/01/2021 15:21;"RT @PHE_uk: #Vaccines save lives.

After clean water, vaccination is the most effective public health intervention in the world. 

It's vit…"
1,35371E+18;25/01/2021 14:18;Taking care of your mind is really important when you are staying at home. Visit the #EveryMindMatters coronavirus… https://t.co/uTJML9xtvx
1,35367E+18;25/01/2021 12:03;@angelbostoxo @Tobytheredhead @HazyVioIets Hi Angel, we hope you’re ok.  If you want to talk do consider the free l… https://t.co/rLNpWTJxwd
1,35366E+18;25/01/2021 11:13;"If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.

Read the la… https://t.co/ew0BNJ3ojY"
1,35366E+18;25/01/2021 10:54;"RT @PHE_uk: Our #NHS is under increasing pressure from #Covid19.
 
Hear from real frontline staff and patients on what Covid-19 is really l…"
1,35365E+18;25/01/2021 10:07;The new National Health and Care Video Library contains over 600, short and simple videos to help manage your healt… https://t.co/hIMUUoByoJ
1,35343E+18;24/01/2021 19:44;"If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.

Read the la… https://t.co/Echh9Q6WnG"
1,3534E+18;24/01/2021 17:35;We've all been adapting to lots of change and uncertainty and it's important not to lose sight of the achievements… https://t.co/CZaFBYeTbm
1,35336E+18;24/01/2021 15:00;"The NHS will contact you when it's your turn to receive the COVID-19 vaccine. 

More info: https://t.co/MPCevFDvuc https://t.co/gCbzfR5Pud"
1,35328E+18;24/01/2021 10:00;"If you think you need A&amp;E, think 111 first. They will help you right away. And if you need urgent care, we’ll book… https://t.co/vl2J4Kk0e2"
1,35312E+18;23/01/2021 23:23;@lorrainecri1954 Hi Lorraine. Sorry to hear your daughter is struggling at the moment. We have some information on… https://t.co/z0iMWTfpin
1,35309E+18;23/01/2021 21:33;@Hilliebabes We’re sorry to hear you've been waiting so long to access NHS services. You can find information about… https://t.co/COtUD4QxaS
1,35304E+18;23/01/2021 18:12;@LiveseySays 2/2 We would recommend contacting your local clinical commissioning group (CCG) to flag this issue. Ev… https://t.co/tdLozMDFch
1,35304E+18;23/01/2021 18:12;@LiveseySays 1/2 Hello - thanks for letting us know your concerns. We're working hard to expand access to mental he… https://t.co/SAO6wDeAsf
1,35301E+18;23/01/2021 16:00;Better mental health helps us at work, at home and in the way we feel about ourselves. Visit #EveryMindMatters and… https://t.co/CGF0TIxQul
1,35299E+18;23/01/2021 15:00;The COVID-19 vaccine will always be available free of charge. The NHS will never ask you to share bank details to c… https://t.co/XafIlLhw0m
1,35297E+18;23/01/2021 13:06;"If you think you need A&amp;E, think 111 first. They will help you right away. And if you need urgent care, we’ll book… https://t.co/WUtHQQFfgn"
1,35295E+18;23/01/2021 11:56;@Melkur_Mistress While you're waiting for support you may want to talk - the following free listening services offe… https://t.co/uRJyzXcIV9
1,35294E+18;23/01/2021 11:30;How have you been feeling lately? If you've been struggling with your mood, stress, anxiety or sleep take the… https://t.co/N0vbBFeOEd
1,35286E+18;23/01/2021 06:24;@Tobytheredhead Hi Toby. Remember, talking to people can help - and the Every Mind Matters website has some info yo… https://t.co/6eTfqjNM9s
1,35285E+18;23/01/2021 05:06;@PissedAff An effective vaccine is the best way to protect the most vulnerable from Coronavirus. There have been ex… https://t.co/enwWdrgmof
1,35281E+18;23/01/2021 02:32;@Tania_Jane1966 4/4 The data looked at includes all the results from lab studies, clinical trials, manufacturing an… https://t.co/7kUIh7ta8E
1,35281E+18;23/01/2021 02:32;@Tania_Jane1966 3/4 Right through the tests and the trials, teams of scientists and clinicians carefully, methodica… https://t.co/s8oyWBcWGg
1,35281E+18;23/01/2021 02:31;@Tania_Jane1966 2/4 The COVID-19 vaccines were only approved once they met robust standards of effectiveness, safety and quality.
1,35281E+18;23/01/2021 02:30;@Tania_Jane1966 1/4 Hi Tania. The safety of the public will always come first. The Medicines and Healthcare product… https://t.co/wDYd8ZTOQD
1,35264E+18;22/01/2021 15:50;The NHS will not ask you to apply for the COVID-19 vaccine and there is no charge for it. When it’s your turn, we w… https://t.co/tZrPb1daWL
1,35264E+18;22/01/2021 15:28;Keeping a daily routine, tackling unhelpful thoughts and getting a good sleep can help you to feel calmer whilst yo… https://t.co/kwcjB4mbaO
1,35263E+18;22/01/2021 14:55;@Ursidious @Ursidious We’re sorry to hear you are having difficulties accessing NHS services. You can find informat… https://t.co/14Src404mY
1,35258E+18;22/01/2021 11:25;The COVID-19 vaccination programme will continue to ramp up in the weeks and months ahead and will be extended to m… https://t.co/v09RUAlyEq
1,35257E+18;22/01/2021 10:39;@FredJacker @JuanAnderOnly Hello Paul. There is no evidence at this stage that the vaccines will prove to be ineffe… https://t.co/ydDjSHnZ4O
1,35256E+18;22/01/2021 10:25;RT @NHSEngland: Cervical screenings are an important test to help prevent cancer. Although the NHS is busy, we are here to see you safely.…
1,35256E+18;22/01/2021 10:14;"If you think you need A&amp;E, think 111 first. They will help you right away. And if you need urgent care, we’ll book… https://t.co/fx71azaj8R"
1,35249E+18;22/01/2021 05:49;@lizgordondust @W1R3DDD @Paul_seamons Hi Liz. If you had difficulties accessing your local IAPT service, we would r… https://t.co/Ii3ZL0mbHb
1,35248E+18;22/01/2021 05:11;@Carrdonnrboyle 3/3 But as larger numbers do get vaccinated, we will hopefully move further along the path back to… https://t.co/cVtGN8UR6Z
1,35248E+18;22/01/2021 05:11;@Carrdonnrboyle 2/3 The UK Government  will closely monitor the impact on individuals, on NHS pressures and on the… https://t.co/1Y6iTT1QBU
1,35248E+18;22/01/2021 05:11;@Carrdonnrboyle 1/3 An effective vaccine is the best way to protect the most vulnerable from Coronavirus and the bi… https://t.co/0ZTrlFxHfw
1,35239E+18;21/01/2021 22:55;@jameshewitt380 Hi James. Vaccination is the most important thing we can do to protect against ill health. It's muc… https://t.co/c1f6UQrFfq
1,35239E+18;21/01/2021 22:51;@wilkik2 Any vaccines that the NHS provides will have been approved because they pass the MHRA’s tests on safety an… https://t.co/rohF6XO5kO
1,35238E+18;21/01/2021 22:28;@DenzelMahoney 1/2 Hi Denzel. There is no immunological reason or evidence that it would be unsafe for those who ha… https://t.co/q226OzKAHU
1,35238E+18;21/01/2021 22:18;@UKEmpLawyer Hi James. You won't be able to choose which vaccine you have. However, any vaccines that the NHS provi… https://t.co/SFC8XsHs8p
1,35238E+18;21/01/2021 22:14;@LindaHurrell 2/2 And you can read more about the ingredients of the COVID-19 vaccines here: https://t.co/CBC8Rur1TT
1,35238E+18;21/01/2021 22:14;@LindaHurrell 1/2 The UK operates a system of informed consent for vaccinations. Vaccines are the most effective wa… https://t.co/ctxXCFwLwJ
1,35237E+18;21/01/2021 21:43;@lizgordondust 4/4 In most areas they can refer themselves for free NHS psychological therapy services, also known… https://t.co/XsqRX4U3dN
1,35237E+18;21/01/2021 21:42;@lizgordondust 3/4 If they need urgent support then there are details of different services available here: https://t.co/wPUOmQ8iEV
1,35237E+18;21/01/2021 21:41;@lizgordondust 2/4 Given your concerns, I would advise you to encourage them to seek support via their GP if they'r… https://t.co/u34HxswFDt
1,35237E+18;21/01/2021 21:40;@lizgordondust 1/4 We're really sorry to hear that your neighbors are having such a difficult time. We aren't able… https://t.co/7DXgbZ4b5K
1,35233E+18;21/01/2021 19:19;"RT @DHSCgovuk: ""If you are worried about the vaccine having any pork or beef or animal products or foetal cells in it, it does not."" 
 
Wat…"
1,35233E+18;21/01/2021 18:54;RT @DHSCgovuk: A further 65 pharmacies are joining the #COVID19 vaccination programme to make sure more people from priority groups can get…
1,3523E+18;21/01/2021 17:17;@ShinjiAsouki Hello - you can find information about other treatment options here: https://t.co/EPqRobFv2d Or conta… https://t.co/bcU7LvQ860
1,35228E+18;21/01/2021 15:44;"We've teamed up with fitness experts 
@InstructorLive to bring you some exciting new workout courses. 💪🧘‍♀️

Keep a… https://t.co/W5plV4i4rS"
1,35226E+18;21/01/2021 14:21;"The NHS will contact you when it's your turn to have the coronavirus (COVID-19) vaccination.

When it's your turn,… https://t.co/OlbQeMTEtJ"
1,35223E+18;21/01/2021 12:08;You might feel like there's been lots to worry about recently. It's normal to feel anxious at times, but there are… https://t.co/v7bthkrtLq
1,35221E+18;21/01/2021 11:07;"Even if you've had the COVID-19 vaccine, it's important that you continue to follow national restrictions.

➡️ Cont… https://t.co/tRKntZzi1O"
1,35206E+18;21/01/2021 01:22;@LindsayFirebird Hi Lindsay. We apologize you have been waiting 32 months so far for the specialist care you need.… https://t.co/quQfv9sj0B
1,35205E+18;21/01/2021 00:09;@sbrown36 3/3 The NHS is  delivering the COVID-19 the  vaccination programme with vaccines  that have been approved… https://t.co/BXOzMLTSDl
1,35205E+18;21/01/2021 00:08;@sbrown36 2/3 This is because they are part of the same coronavirus family. COVID-19 vaccines are  developed in a c… https://t.co/Wsu6qz3vgV
1,35205E+18;21/01/2021 00:08;@sbrown36 1/3 Hello- Vaccine development has been underway since early 2020, as soon as the virus began spreading.… https://t.co/qAnyuKhf0y
1,35198E+18;20/01/2021 19:34;@fishlegs1986 Vaccination is the most important thing we can do to protect against ill health. It's much safer for… https://t.co/UrAgEnzhlw
1,35197E+18;20/01/2021 19:10;@Reeev0 @whywouldyou_uk (4/4) The data looked at includes all the results from lab studies, clinical trials, manufa… https://t.co/8LX7Bk0Ewx
1,35197E+18;20/01/2021 19:10;@Reeev0 @whywouldyou_uk (3/4) Right through the tests and the trials, teams of scientists and clinicians carefully,… https://t.co/gLOEHBC7h1
1,35197E+18;20/01/2021 19:09;@Reeev0 @whywouldyou_uk (2/4) The COVID-19 vaccines were only approved once they met robust standards of effectiveness, safety and quality.
1,35197E+18;20/01/2021 19:09;@Reeev0 @whywouldyou_uk (1/4) The safety of the public will always come first. The Medicines and Healthcare product… https://t.co/esyCS2avnR
1,35193E+18;20/01/2021 16:25;"If you think you need A&amp;E, think 111 first. They will help you right away. And if you need urgent care, we’ll book… https://t.co/SeZu8gQN88"
1,35186E+18;20/01/2021 11:58;"If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.

Read the la… https://t.co/LEUk1GGcN9"
1,35186E+18;20/01/2021 11:53;RT @PHE_uk: We've issued a severe cold weather alert from Thursday 21 Jan to Monday 25 Jan for the North East, North West and Yorkshire and…
1,35184E+18;20/01/2021 10:25;For more information about the importance of cervical screening and what to expect from your appointment, visit our… https://t.co/u9SLFeXpGT
1,35184E+18;20/01/2021 10:25;"Cervical screening can prevent potentially harmful cells developing and stop cancer before it starts.

If you’re in… https://t.co/XDhBP6n3gK"
1,35179E+18;20/01/2021 07:24;@Bestest_Awards Hello. Hope you’re ok. Remember, talking to people can help - and the Every Mind Matters website ha… https://t.co/adWxOfPX7J
1,35162E+18;19/01/2021 19:56;@MsDeadInside Vaccines only contain ingredients that are essential to make them safe and effective and don't contai… https://t.co/dQXqAnOWLz
1,35162E+18;19/01/2021 19:47;@joyLD100 2/2 We would recommend contacting your local clinical commissioning group (CCG) to flag this issue. Every… https://t.co/ZKB25rGA1z
1,35162E+18;19/01/2021 19:47;@joyLD100 1/2 Hi Victor. We are working hard to expand access to mental health services as set out in the Mental He… https://t.co/Wqmto2qCQc
1,35161E+18;19/01/2021 19:04;📱 The #NHSCOVID19app helps you keep track of how long you need to self-isolate for, helping you to protect the ones… https://t.co/KvwnYP0EF8
1,35155E+18;19/01/2021 15:20;"If you think you need A&amp;E, think 111 first. They will help you right away. And if you need urgent care, we’ll book… https://t.co/qZu9cvoJiR"
1,35155E+18;19/01/2021 15:12;Keeping a daily routine, tackling unhelpful thoughts and getting a good sleep can help you to feel calmer whilst yo… https://t.co/VpgxWX9WDq
1,35149E+18;19/01/2021 11:21;"The COVID-19 vaccination programme will continue to ramp up in the weeks and months ahead. 

If you are shielding,… https://t.co/3UWlv36UDo"
1,35149E+18;19/01/2021 11:17;@87viki We are indeed. If you're in pathology or know someone who is - and want to take part - just let us know!
1,35147E+18;19/01/2021 10:12;Are you a GP? We’re working on new Pathology standard to be more consistent and efficient. If you’re interested in… https://t.co/2wtcj7jp9A
1,35126E+18;18/01/2021 19:55;@Hypnoteq 3/3 so anyone who is concerned about a possible cancer symptom should contact their GP and come forward f… https://t.co/fnTMmaUOic
1,35126E+18;18/01/2021 19:55;@Hypnoteq 2/2 NHS staff are taking additional steps to ensure that people with cancer can be treated safely in COVI… https://t.co/H0Ej9oq12C
1,35126E+18;18/01/2021 19:54;@Hypnoteq 1/3 Hi Susan. Over four-fifths of cancer treatment were maintained as staff treated around 110,000 Covid-… https://t.co/ieYUtlxzwb
1,35124E+18;18/01/2021 18:49;@nerisfive The Government has now accepted the recommendation from the independent Medicines and Healthcare product… https://t.co/4thQvqo5r1
1,35124E+18;18/01/2021 18:41;@drbarnesbangor @getbentweirdos Vaccines only contain ingredients that are essential to make them safe and effectiv… https://t.co/JaSjRxTg2j
1,35117E+18;18/01/2021 14:03;#BlueMonday isn’t supported by any real evidence, but this January has been an especially difficult month for many.… https://t.co/OFQxOutIGJ
1,35115E+18;18/01/2021 13:04;RT @NHSEngland: 'This is the right time to move down into the next priority group, so in the middle of February we can have met that target…
1,35114E+18;18/01/2021 12:28;"If you think you need A&amp;E, think 111 first. They will help you right away. And if you need urgent care, we’ll book… https://t.co/jvNHLZULAg"
1,35111E+18;18/01/2021 10:28;"People aged 70 &amp; over and the clinically extremely vulnerable will now be invited to get their COVID-19 vaccination… https://t.co/AbzFHrkr81"
1,3511E+18;18/01/2021 09:14;RT @NHSEngland: 10 new large-scale vaccination sites will start delivering the #COVIDVaccine today as the biggest immunisation programme in…
1,35106E+18;18/01/2021 06:50;@jchristawoodley Hi James. Vaccination is the most important thing we can do to protect against ill health. It's mu… https://t.co/7tvpjh3oT7
1,35086E+18;17/01/2021 17:38;The pandemic is affecting us all. If you are struggling to cope with anxiety and depression, NHS talking therapies… https://t.co/OeLQ3PVGJD
1,35082E+18;17/01/2021 15:00;The COVID-19 vaccination programme will continue to ramp up in the weeks and months ahead and will be extended to m… https://t.co/s6KNayleGW
1,35081E+18;17/01/2021 14:00;"The NHS will contact you when it's your turn to receive the COVID-19 vaccine. 

More info: https://t.co/MPCevFDvuc https://t.co/nL09pL3pIq"
1,35074E+18;17/01/2021 10:00;"If you think you need A&amp;E, think 111 first. They will help you right away. And if you need urgent care, we’ll book… https://t.co/4PD77pKuf2"
