handle	user_id	location	verified
adelaidecharli2	1098505721153536000	NA	False
RMCentre	1635264476	Wolverhampton, Birmingham etc 	False
BritishArmy	22046686	Andover, UK	True
DrRosena	2382227424	London	True
UKinTanzania	193578981	Tanzania	True
Ugobernalicis	152382594	Lille - 59	True
DXB	106317808	Dubai, UAE	True
USArmy	8775672	Washington, D.C.	True
EMSA_LISBON	23603194	Lisbon	True
SudanPMHamdok	1164801318742982656	Sudan	True
VibattuEUspox	52414472	Bruxelles	True
TheBHF	21751830	London, UK	True
JL_Thieriot	998156310	Seine-et-Marne, Ile-de-France	False
GarethWardUK	1026038088072495109	Hanoi, Vietnam	True
FocusOnLabour	1374529566	London	False
safeinternetday	96094245	Worldwide	True
Arsenal	34613288	London	True
JOE_co_uk	1854580777	United Kingdom	True
Armee_de_lair	356042797	France	True
RenewEuropeCoR	2773567537	Brussels	True
UEauBenin	4928538677	Cotonou	False
jesushouseuk	57083959	London	False
sandrogozi	76769340	Europe	True
RiederBeat	2832533567	NA	False
JulienAubert84	520259649	Vaucluse, France	True
BotengaM	1055950916	NA	True
UniklinikBonn	1923459146	Bonn	False
uiisc1	412379213	Nogent-le-Rotrou, France	False
francediplo_ES	1008920664	París, Francia	True
J_Bardella	1499400284	Seine-Saint-Denis	True
scotlibdems	21096542	Scotland	True
AssoOldup	3630254177	Paris, Frankreich	False
imperialcollege	15353955	London	True
PotierDominique	450644069	France	True
EUinUG	2653300837	Kampala, Uganda	True
AQuatennens	3023497329	Lille, France	True
CulturaCH	768673913173905408	Bern, Schweiz	False
RegioInterreg	720938353210888192	NA	False
PoliceNat78	738291692059693056	Versailles, France	True
ThierryBreton	785411705916559360	Brussels, Belgium	True
egovkw	537888899	Kuwait	True
aeiwronski	737983386334203904	Polska	False
UK_Muenster	3004024965	48149 Münster	False
GavinWilliamson	368314502	South Staffordshire	True
UKinBangladesh	330868874	Dhaka, Bangladesh	True
AngelaH83304193	1343135365817896962	Göteborg Sweden	False
dwppressoffice	382527632	London	True
RoutePlusSure	377522321	NA	True
mbachelet	4119914644	Santiago, Chile	True
EP_Trade	1197967508	Brussels/Strasbourg	True
EP_HumanRights	1227524245	Brussels/Strasbourg	True
Avdullah	64145559	Prishtina	False
s_cluzel	258844830	France	True
UNCaboVerde	366004385	Praia, Cabo Verde	True
CNEWS_sudest	243837097	Lyon	False
FranceenSuisse	3021301930	Berne, Suisse	True
leJDD	49678509	Paris	True
pascal_arimont	3393988786	Ostbelgien	True
StudentRipOff	1326449978366156800	United Kingdom	False
sven_giegold	16705726	Düsseldorf	True
EveryDoctorUK	1075356324072972288	United Kingdom	True
alexniculae	712583315954524160	Stockholm, Sweden	True
JCGrelier	905713485329391616	France	False
yobabou	387852483	Paris, France	False
FoodSystems	1222482817680072704	NA	True
HSELive	69298376	Ireland	True
rburns	6195402	Poole,  UK	False
galinash	27265230	Stockholm, Sweden	False
DantiNicola	829032654	NA	True
JanineMachin	146966737	Cambridge, UK	False
lisanandy	94701778	Wigan	True
ukhomeoffice	138037459	United Kingdom	True
StockHeathPol	989137825323999233	Stockton Heath	False
Beauvau_Alerte	1001029225476972545	Paris, Frankreich	True
JeanCASTEX	119081177	Frankreich	True
alanwalker67	106375386	Willenhall, West Midlands, UK.	False
DFIeurope	1186557984077438977	NA	True
AndreChassaigne	532293856	NA	False
EUAmbME	2397685988	Podgorica, Montenegro	True
EC3Europol	3026290918	The Hague, The Netherlands	True
airbnb_fr	308144360	Paris, France	True
OSCE_SMM	2466334952	Kyiv	False
ECRepMalta	1156761834	Valletta	True
gerard_larcher	1134643441	NA	True
armeedeterre	45607154	Paris, Ile-de-France, France	True
danwootton	17590516	London, England	True
LeHuffPost	364513528	France	True
humanite_fr	53029114	Saint-Denis (93), France	True
m_ioia	209733883	Frosinone, Lazio	False
CEPIvaccines	784351656355897344	Global	True
LPDWien	2846910724	NA	True
C_Barbier	16222469	Paris	True
IOMGREECE	2527242506	Δωδεκανήσου 6, Άλιμος 17456	True
etuc_ces	63670539	LE SYNDICAT EUROPÉEN	True
Joaquim_PUEYO	3092785427	Alençon	False
SanjaySDutt	1188669715	NA	True
ukinalgeria	283494685	Algiers, Algeria	True
HouseofCommons	950249762	Westminster, London, UK	True
LukePollard	10955042	Plymouth, UK	True
PhilippeRevaz	60139812	Suisse 	True
claudia_rouaux	4103047462	NA	False
Keir_Starmer	2425571623	United Kingdom	True
OserLaFrance	927595887097982976	France	False
KNFMHBV	1953737004	UK	False
planperu	292989232	Perú	False
GlobalGoalsUN	115099953	Global	True
doctorsoumya	2855536962	Geneva, Switzerland	True
EUparliament	1299237188	Brussels/Strasbourg	False
VeronikaFillitz	237439302	Wien, Österreich	False
MPSWoolwichRiv	3369068872	Woolwich	False
WFP	27830610	Worldwide	True
DanielPruce	395675991	NA	True
LaetitiaAvia	2317502810	Paris, France	True
MoH_Somalia	4565567835	Mogadishu, Somalia	True
GovernmentZA	1536223580	South Africa	True
enmarchefr	4813171035	NA	True
etudiantgouv	88631646	NA	True
opsomsuruguay	1673800032	Montevideo, Uruguay	True
BCazeneuve	427288938	NA	True
ealingMPS	493889904	Ealing, London	True
ChJacob77	1143094713010073600	NA	True
AnnickGirardin	2517526903	Paris	True
marcochiesa74	289393019	Svizzera	False
drdavidbull	22464893	United Kingdom	True
MTI_Sg	601598333	Singapore	True
Thom_astro	437520768	International Space Station	True
SwissEmbassyUK	574531972	London, England	True
pahowho	20629893	Americas	True
ukinphilippines	304146825	Republic of the Philippines	True
EU_Social	141158796	Europe	True
DAntenen	545327500	NA	False
GordonRamsay	110365072	NA	True
lutoncouncil	86337942	Luton, Bedfordshire	True
ABCWorldNews	86141342	New York	True
RSCactu	111266206	Cernay, France	True
Food_EU	2874880006	Brussels	True
easyJet	38676903	Europe	True
KingstonLibDems	856566188	Kingston upon Thames	False
DrZoeWilliams	606546354	London, England	True
ENGIEgroup	88697269	Hauts-de-Seine, Ile-de-France	True
MOH_Kenya	4871317955	Nairobi, Kenya	True
olivierdussopt	278063562	Annonay, Paris	True
paolodecastro	9234892	Bologna, Emilia Romagna	True
EU_in_Sri_Lanka	3792038352	Sri Lanka	True
JLechanteux	2909481429	Fréjus	True
haydockraces	47630824	J23 off M6 Motorway	True
PHE_uk	41822696	United Kingdom	True
ericcoquerel	311601642	Gps	True
BrunoRetailleau	408398312	NA	True
CHUDijon	1920403950	DIJON, FRANCE	False
Inserm	102074868	France	True
darasingkhurana	187247096	Mumbai	False
takeshi_kasai	918829268372635648	Manila City	True
EP_President	818837224003289088	NA	True
UNCERF	56723973	NA	True
UKinFlorida	52505094	Miami, Florida	True
USEmbassyAthens	29395463	Athens, Greece	True
WHOIraq	982219486248910849	Iraq	True
UNinIndia	1856588299	New Delhi, India	True
AgnesEvren	528558611	NA	True
ale_moretti	540895773	Vicenza	False
VLacroute	554183197	Nemours	True
PoliceNat06	2282334752	Alpes Maritimes	True
MPSonthewater	882100777	London 	True
KeelRow	1530505771	Seaton Delaval, NE25 0QG 	False
partisocialiste	19900973	France	True
lesRepublicains	95455794	France	True
IpsosMORI	23456307	Vereinigtes Königreich	True
GeoffroyDidier	463907386	NA	True
PICUM_post	178432571	Brussels	False
ERA_railways	3270355519	Valenciennes, Frankreich	False
RefugeCharity	174287424	London	True
DurhamPolice	58878529	UK	True
najatvb	79145543	France	True
EdenCouncil	32352850	Penrith, Cumbria, UK	False
UAEUNGENEVA	620923477	GENEVA, SWITZERLAND	True
DrTedros	189868631	Geneva, Switzerland	True
CHUClermontFd	831423724033363968	Clermont-Ferrand, Frankreich	False
UNHCRgov	940217666098384896	worldwide	True
AN_ComLois	978293236316983296	Paris, Frankreich	False
antonioguterres	811229675758505984	NA	True
EUombudsman	873777758	Strasbourg/Brussels	True
PresidentBio	983228767761027072	Sierra Leone	True
RNIB	19360351	UK	True
SheffCouncil	41626220	Sheffield, England	True
HughElliottUK	193866353	NA	True
Loopsidernews	920582396793278465	NA	True
ThangamMP	262163061	Bristol West	True
tfajon	102918775	Ljubljana	True
UNmigration	85469815	Ginevra, Svizzera	True
UNICEFMK	745048698	Skopje, Macedonia	True
interiorgob	231000704	Madrid, España	True
V_Masserey	869848806069850112	NA	False
HCThompson001	812267885062213632	Accra, Ghana	False
eu2020de	1207704233258209280	NA	False
MoH_Ukraine	846313357514854400	Київ	True
ars_guyane	1005894332484898816	Guyane Française	True
bookishkids	1168977368276488192	York, England	False
jan_snauwaert	1018456641346424833	Antwerpen	False
ANJ_FR	1142059861854867456	99 rue Leblanc, 75015 Paris	False
EmnLuxembourg	1221785780735135745	Esch-Belval, Luxembourg	False
eanthoine26	807531084678385665	NA	True
PBertaGard	863333535066836993	Nîmes, France	True
Jorgebuxade	154110601	 España	True
savestapubs	823553562722652161	Saint Albans, East	False
CureVacRNA	989045379445510145	Tübingen, Germany / Frankfurt, Germany / Boston, MA	False
EmbSuizaPeru	1047215574642806785	Lima	True
SwissAmbTana	1182216979270291459	Antananarivo	True
aurelieladet	51554963	NA	False
wijzijnDROG	822105205189857284	Den Haag, Niederlande	False
duboschristelle	846977443571388420	Sadirac, France	True
Michel_Larive	857153285190537220	Ariège, Midi-Pyrénées	True
CanadaFP	121514648	Canada	True
liz_sugg	1165477815027978245	NA	True
BAG_OFSP_UFSP	326650532	Bern	True
MariePierreV	2867702451	Bretagne, France	True
DerbyCC	16419525	Derby, England	True
Moadow	31083211	Doha, Qatar	True
Clemence_Guette	410184399	NA	False
Mixed_Migration	467305609	Genf, Schweiz	False
PIBMumbai	309553876	Mumbai, India	True
EPHIEthiopia	4104211157	Ethiopia	True
BTConservatives	2266540758	NA	False
vickyford	14691032	NA	True
ConseilsVoyages	600304356	Paris - France	True
Bill_Esterson	120720108	Maghull	True
AmbassadorEU	4233513713	NA	False
FrancescoBellin	374450931	Palermo, Sicilia	False
swissabroad	61213433	Baar / Switzerland	False
AnnieGenevard	3130755833	Doubs, Franche-Comté	True
StGeorgesTrust	59771643	London, UK	True
JRBauza	117705468	Balearen, Spanien	True
C_Nagtegaal	38472446	Rotterdam	True
AGE_PlatformEU	537373439	Brussels, Belgium	False
PIBAhmedabad	902084078882611200	Ahmadabad City, India	True
LesEchos	92564226	Paris	True
DC_Police	82324228	Devon and Cornwall, England	True
Uiisc7	3367283464	Brignoles, France	False
LARAirRescue	154446605	NA	False
remyd74	3086379799	France - Suisse	False
Prefet62	3235859229	Arras, France	True
Gendarmerie	2184489764	NA	True
MKaramanli72	1189104433	NA	False
BBCr4today	8170292	London, UK	True
UNESCO	20646711	NA	True
WHOUganda	2599562040	Kampala, Uganda	True
Vl_Ouderenraad	2797824826	NA	False
GabrielAttal	379718466	Vanves	True
GrahamLiver	20138828	Lancashire	True
UKinBolivia	365046610	La Paz, Bolivia	True
stobud	250743635	London	False
Brndane90	171174744	NA	False
gabbystern	805276508	Geneva, Switzerland	True
aktiur	22506351	Paris	False
PA	19983221	UK and Ireland	True
SurreyPolice	48114554	Surrey, UK	True
ProtecCivile45	978995990022811648	Saint-Cyr-en-Val, France	False
EP_SingleMarket	951348098	Brussels/Strasbourg	True
MAECgob	522128259	Madrid	True
kate_harrisson	929022601187520512	Peru	True
fpetitAN	862575147085164544	🏛CommissionAffairesEtrangères	True
LDumontDeputee	851502935511101441	Caen, Frankreich	True
WHOMalaysia	974894472822747137	Kuala Lumpur	True
FiAssemblee	882586464462270465	NA	False
NBelloubet	883718414593912832	NA	False
FondationAPHP	875740690025771008	Paris, Frankreich	True
Justine_BENIN	881887452591517698	Le Moule - Guadeloupe	False
RTLFrance	34294667	France	True
DrTomFrieden	820452522494226433	New York, NY	True
France5tv	36932487	Paris	True
PMEthiopia	1059015168263417858	Ethiopia	True
PoliceChiefs	246860689	United Kingdom	True
youridjorkaeff	2497039255	NA	True
SwissDevCoop	1300329064427909126	Bern	True
BTPBhm	952003488	Birmingham	True
ECiotti	87886754	Nice	True
renew	14101417	NA	False
CityWestminster	33459116	Westminster, London	True
EUPasifika	2507156402	Suva, Fiji Islands	False
kinexon	1114319797	Munich / Chicago 	False
AuswaertigesAmt	273468342	NA	True
TheGrangeCentre	1851591608	Bookham, Surrey	False
euneighbours	189107134	NA	False
TerryReintke	560188351	Gelsenkirchen	True
EU_Health	606325697	Brussels, Europe	True
cedric_o	15723458	Paris	True
EastMidsLabour	166139650	East Midlands 	True
WelcomeCityLab	1286040517	Paris	False
WHOSEARO	1545915336	New Delhi, India	True
rafaelmgrossi	2911144905	Vienna, Austria	True
LCI	26110930	NA	True
desarnez	303885267	NA	True
Andrew4Pendle	131517399	01282 614748	True
ARS_IDF	185666519	Saint-Denis (93)	True
CNOEngland	613328014	London	True
EU_CEPOL	390138866	Budapest, Hungary	False
Europol	988900345	The Hague, The Netherlands	True
ChristianLevrat	40872955	Switzerland	True
TheProgressives	19287037	Europe	True
sarahelhairy	91376641	Loire-Atlantique	True
WestSuffolkNHS	388844548	West Suffolk	True
VodafoneFdn	1264446470	NA	False
RAFBrizeNorton	589843466	Oxfordshire	True
Prefet93	2690755595	Bobigny, France	True
Maywye_	50990096	Around the world	False
LudovicVoet	143936532	Belgique	False
ABZayed	398593054	NA	True
bphillipsonMP	19295262	NA	True
Andreas_Schwab	31099936	Bruxelles/Freiburg	True
angellicabell	44239911	insta angellicabell	True
PoliceNat57	738305945118347264	Moselle, Lorraine	True
f_personne	845978405917069312	Sarthe	True
unicefchief	950824252562903040	New York, NY	True
FDeysson	1133496763212533760	Seine-et-Marne, Ile-de-France	False
NigelCaseyHC	847013896217071616	United Kingdom	True
amcarmichaelMP	91786287	UK	True
AurelienPradie	1855097904	NA	True
AmbSuisseMaroc	1195271841495027712	Rabat	True
jmvittori	41643059	NA	True
JimmyPahun	244026421	Morbihan, Bretagne	False
UEauMali	2805500982	Bamako, Mali	True
BFMTV	133663801	France	True
WHO_Europe_VPI	561122363	NA	False
HerbertDorfmann	479390782	Zwischen Südtirol und Brüssel	False
AmifEpic	1231956980727713793	Europe 	False
MPlaneamento	1230536183148613633	Luanda, Angola	False
cheshirepolice	71208005	Cheshire, United Kingdom	True
VDombrovskis	42183750	Brussels	True
Parisjecoute	1722526795	Paris, Frankreich	True
CMOEngland	1329753170	NA	False
CUH_NHS	469273687	Cambridge, UK	True
LucyFergusonDHM	1220307901169963010	NA	True
UNSomalia	1449069661	Somalia	True
PoliceNat62	2270121055	Pas-de-Calais	True
CDPS_Southwark	373394533	Southwark, London	False
AlfDubs	462908518	NA	True
SanofiFR	771517543	Gentilly	True
LuisaPorritt	338308200	London, England	True
UNHCRGreece	161983599	Greece	True
SudRadio	15658101	France	False
NorthantsPolice	50670711	Northamptonshire, UK	True
HopSaintLouis	531385464	Paris 10ème	True
Conservatives	14281853	NA	True
privacyint	20982910	London	True
benoitschnecke1	1176033419995877376	NA	False
J_Denormandie	880797620150702080	NA	True
Ardeche_07	940231431275646976	Ardèche, Rhône-Alpes	False
Mac_Flory	925689565599469568	Paris, Frankreich	False
ShakerleyPol	884351995099975680	Northwich, England	False
civilniposlovi	1240596571860996097	Trg BiH 1 - 71000 Sarajevo 	False
mophofficial	912266473330151425	Afghanistan	True
ExtSpoxEU	1201529055557947393	European Commission, Brussels	True
RFI	32861321	Paris, Frankreich	True
EUAmbMNG	1176696812738154497	Ulaanbaatar, Mongolia	True
UNICEFUganda	81415307	Uganda	True
olivierveran	600345740	Grenoble, Frankreich	True
JosepBorrellF	1003895325025865730	Brussels	True
WHODjibouti	1198928880750530561	Djibouti	True
muhammadpate	426929295	Washington, DC	False
VaccineSafetyN	1011652689409839107	Worldwide	False
BristolCouncil	22908049	Bristol	False
johanna_gapany	125119633	Canton de Fribourg	True
nadams	3369594003	NA	True
TGV_Lyria	2900421777	Paris	False
pierr_joigneaux	1113844948418400260	Paris	False
UEenNicaragua	1633889432	Nicaragua	True
browardinfo	22490265	Broward County, Florida	True
SuisseSenegal	1045691480592060421	Senegal	True
FranceInsoumise	4897361049	France	True
Eurosurveillanc	455839750	Stockholm, Schweden	False
CatrionaLaing1	535088290	Abuja Nigeria	True
Helen_Whately	130280613	NA	True
DrRanj	130034862	London	True
ignaziocassis	270609583	Berna, Svizzera	True
sup_recherche	912084145	France	True
MetCC	4017163456	London, England	True
davidlisnard	103918784	Cannes	True
Le_Figaro	8350912	France	True
UKinNigeria	325512390	Abuja, Nigeria	True
instagram	180505807	NA	True
Quicktake	252751061	NA	True
laqhila	402214102	Aix-en-Provence, France	True
YlvaJohansson	319147226	NA	True
EmmanuelMacron	1976143068	France	True
lorenzabo	15191260	NA	False
AppgCoronavirus	1282997894463840256	Houses of Parliament	False
EUinTandT	1189557242565189632	Trinidad and Tobago	False
GroupePSA	1334508225010556928	NA	False
REGINProject	1227153258629783552	reginproject@crpm.org	False
MerGouv	1283662720689201152	NA	True
lorealfrance	1294263575209533440	France	True
euinlaos	749810210026512384	NA	False
bart_clement	64670954	Champvent, Switzerland	False
LH_LeHavre	1055337710	Le Havre, Normandie, France	True
katka_cseh	3001691374	Brussels-Budapest	True
LeseulG	369978611	NA	False
SarahDicksonUK	1156208058068066305	Bahamas	True
FranceintheUK	320826619	London	True
TheDA_UK	964592484515946496	UK	True
PIBBhubaneswar	902097220580777984	Bhubaneshwar, India	True
AlzDisInt	198970635	London	True
sebchenu	493833484	NA	True
OECD	25390350	Paris	True
Selinarajan	233737487	London, England	False
AlokSharma_RDG	1731554581	NA	True
JPFarandou	3822300443	France	True
UN	14159148	New York, NY	True
UNICEFGhana	109554990	Ghana	True
mpmwilko	202558774	Cheltenham	False
ARSPaca	292810041	Marseille, France	True
GroupeLaPoste	57691450	NA	True
ErikMarquardt	149441850	Berlin	True
egalite_gouv	628215097	Paris	True
oliviagregoire	35712322	Paris	True
JMDBarroso	376819013	Europe	True
VincentNRHA63	4707609929	Puy-de-Dôme, Auvergne	False
IFAD	36924745	Rome - Italy	True
EDI_DFI	256912714	Bern	True
SkaKeller	16600393	Europe	True
10DowningStreet	14224719	10 Downing Street, London	True
Stephane_Ravier	1920691543	Marseille, France	True
landnrw	247262571	Nordrhein-Westfalen	True
AlexandrVondra	2744733035	Leitmeritz	False
TheSun	34655603	London	True
CNIL	35868025	Paris	True
PNaillet	1283323346076282880	Saint-Denis de La Réunion	False
SK_secretgarden	1172102188698677248	Chester 	False
Lems2	1310654172187045888	NA	False
MariaHadjitheEU	1169971874023059456	Amman	True
FabienDiFilippo	881156720155930624	Saarburg, Frankreich	False
SalfordBusiness	1122851337304256512	Salford, England	False
WHOAzerbaijan	1128321340195450880	Azerbaijan	True
PoliceNat76600	1115910611685322753	Le Havre, Frankreich	True
SecCivileFrance	856490877300224000	Paris, France	True
MAndrouet	1176830490894118913	NA	True
UNODC_HTMSS	877871339025182722	Global	False
ZelenskyyUa	1120633726478823425	Ukraine	True
WHOMaldives	1442934157	6th Floor, Roashanee Building	True
wfcouncil	15748493	Waltham Forest, London, UK	True
EUAmbCV	1433572048287281155	NA	False
ECB_cricket	18673041	Lord's Cricket Ground, London	True
bglaettli	14675346	Zürich	True
MohamedBinZayed	471010707	UAE	True
gillesplatret	710479254	Chalon-sur-Saône, Bourgogne	True
DefenceHQ	16133530	London UK	True
PradeepgyawaliK	3249638810	Nepal	True
CiolosDacian	4171877789	Bucarest, Roumanie	True
CGTdouanes	496020897	Montreuil	False
paysdelaloire	845073830	Nantes, Frankreich	True
PIBBengaluru	1159597478	Bengaluru	True
Esther_de_Lange	28773799	NA	True
LincsPolice	103847168	Lincolnshire, UK	True
ThomasSotto	121400761	NA	True
unescobangkok	221253050	Bangkok, Thailand	True
Prefet22	2841923002	Côtes-d'Armor	True
cabinetofficeuk	143478208	Whitehall, United Kingdom	True
JamesCleverly	14077382	North Essex	True
BramVB	147901901	Gentbrugge, België	False
EUCouncilPress	198618575	Brussels	True
dannygriffinuk	346246607	Manchester, England	False
UnivAngers	34917842	Angers	True
UNICEFSupply	21679573	Copenhagen, Denmark	True
SAMU45_15	4820659673	Orléans, France	True
ars_normandie	1264111069	Caen - Normandie	True
NOIweala	372755940	Global	True
SeeMontenegro	21097956	Podgorica, Montenegro	True
WestMidsFire	164670951	West Midlands, UK	True
LibDems	5680622	United Kingdom	True
dguillaume26	555044349	NA	True
actionfrauduk	174263807	NA	True
WHOSriLanka	945574325645590528	Sri Lanka	True
SerumInstIndia	925599812510138368	NA	True
Arthur_Piraux	4121251337	Angers, Pays de la Loire	False
VilledeVoisins	2498424331	78960 Voisins le Bretonneux	False
AToros_Official	19115537	Yerevan, Armenia	True
CEPS_thinktank	239767060	Brussels, Belgium	False
LaylaMoran	23424533	Oxford, Kidlington, Abingdon	True
missgemcollins	265973270	GLOBAL	True
ernesturtasun	280227352	Barcelona	True
_AfricanUnion	145935897	Addis Ababa, Ethiopia	True
HMRCgovuk	107540002	UK	True
polizeiberlin	2397974054	Berlin, Deutschland	True
SOSPrema	284659239	NA	False
ahodgers	123293237	Genève	False
leilachaibi	232353334	NA	True
Prefet976	2558291510	Mayotte	True
adamkosamep	85184055	Budapest, Brussels, Strasbourg	True
ShwetaRGaikwad	198848068	Heidelberg, Germany	False
nooranila	206130756	🇪🇺 	False
MoFAICUAE	524193350	أبوظبي - الإمارات 	True
JanSadek	390999624	Botswana	True
flyethiopian	334032462	Addis Ababa, Ethiopia	True
HelmutScholzMEP	2449051215	NA	True
FRANCE24	1994321	Paris, France	True
MayorofLondon	14700117	London	True
France2tv	31444568	Paris	True
ClevelandPolice	104509023	Teesside, UK	True
TavistockPolice	2339049064	Tavistock, Devon	False
fxbellamy	261860968	NA	True
nantermod	20442734	Morgins	True
NicolasSchmitEU	544312946	Luxembourg	True
Lagarde	304909941	Frankfurt am Main	True
CarlHartzellEU	1039831891627724800	Tbilisi, Georgia	True
jlprdeangola	956092082728456192	Luanda, Cidade Alta, Palácio Presidencial.	True
ASPelletier	971692818577215488	Franche-Comté, France	True
LpptNWestMercia	1045236434037362688	Shropshire, Telford & Wrekin	False
ukinchina	147476095	Beijing	True
TradeMarkEastA	2150739583	Nairobi, Kenya	False
GrisetCatherine	1090919392840503296	NA	True
AmbSuisseCI	960074846200909824	NA	False
NKirkpatrickWMP	1007243957007536128	West Midlands, England	False
RadtkeMdEP	922398725183623168	Bochum, Deutschland	True
RuralPolicingSC	4074417795	Suffolk, England	False
ZuzanaCaputova	1111567384148692993	Slovenská republika	True
CamdenMarket	60313223	Camden Market	False
TomVensEU	946749651608391681	Brüssel, Belgien	True
Alertswiss	2597572232	Schweiz	True
Heunicke	22695562	NA	True
PlaidBrexit	1090629826241875970	Wales | Cymru 	False
Beccibec	24432267	NA	False
VincentCosteML	1019209329088647169	NA	False
NHSCOVID19app	1256215698877173761	NA	True
gruffat_claude	2972937868	Blois	True
MPI_Europe	968882758838898689	Brüssel, Belgien	False
LesRep78	4912606869	Yvelines, Ile-de-France	False
NicolasBay_	2443718293	Rouen, France	True
Calderdale	20065945	Yorkshire, UK	True
svenja_hahn	1124773536	Hamburg, Deutschland	True
LSorecaEU	150392483	Tirana,Albania	True
pierre_bedier	930466264727932936	Yvelines, Ile-de-France	False
Filsantejeunes	103886510	France	False
WHOMKD	1238405791893331968	Skopje, North Macedonia 	True
WestBromwichWMP	711865694787379200	West Bromwich, England	False
capetownint	92950200	Cape Town, South Africa	True
EMCDDA	50638521	Lisbon, Portugal	True
goacm	3241053882	NA	True
TachbrookStMkt	1591856827	London, SW1V 2JS	False
FranceenItalie	1111363261	Italie	True
MidSussexPolice	273329853	Mid Sussex District, Sussex	False
JulienDive	106557131	Itancourt, StQuentin, Picardie	True
Lesmatinsfcult	783036109	Paris, France	False
sussex_police	58379982	Sussex, UK	True
SylvainMaillard	282119887	Paris, France	True
epc_eu	1192644307	Brussels, Belgium	False
Maggie_DeBlock	2860510937	Brussel, België	True
RLong_Bailey	385306338	NA	True
patrickhetzel	4733398756	Bas-Rhin, Alsace	True
PoliticsSense	3208482538	NA	False
EdwardJDavey	1179455215	Surbiton, UK	True
IsabelleMoret	155823857	Vaud	True
SalfordCouncil	20049651	Salford, UK	True
UKinHyderabad	1054577372274483200	Hyderabad, India	True
AndrejBabis	713035525	NA	True
EFTAsecretariat	410038024	Geneva, Brussels, Luxembourg	True
Natures_Voice	19255050	Sandy, UK	True
msojdrova	2671775504	NA	True
hrw	14700316	NA	True
BrunoBilde	1635233568	Pas-de-Calais	True
TF1	103821088	Boulogne-Billancourt, France	True
IOM_UK	322678561	London, United Kingdom	True
DyfedPowys	104820517	Mid and West Wales	True
daniel_freund	306868006	Brussels	True
ljacobelli	2784005936	NA	False
VirpiFlyg	2882391857	Turku (Åbo), Finland	False
Barrattplc	296177469	Great Britain	True
Enzo_Lefort	416255809	paris	True
LilianGreenwood	20148039	Nottingham	True
JeanHerveF	2851385163	Madagascar	False
a_jongerius	2351820624	Utrecht	True
MalinBjork_EU	2289930074	NA	True
ADixon_WB	1004364387975655424	Washington, DC	True
MaudPetit_AN94	866911134837862400	Val-de-Marne, Ile-de-France	True
lisalaposte	20590436	France	True
oecscommission	119435113	Saint Lucia	False
F3Bourgogne	104943467	Dijon	True
PolandMFA	81055599	Warsaw, Poland	True
jlbricout	3028135792	Entre l'Aisne et Paris	True
NattQui	524767089	Suisse	False
CHU_Lille	414093171	Lille	False
OxfamMENA	205180794	NA	False
euroecolos	94072704	Bruxelles-Strasbourg	True
Leclerc_MEL	1712902016	Landerneau, France	True
DetentionAction	188723073	London, UK	False
20Minutes	2649991	Paris, France	True
Cs_Europa	4891553673	Bruselas/Estrasburgo	True
florincitu	405016459	Bucharest, Romania	False
PoliceNat44	2238803852	Nantes	True
UEFrance	484872080	Paris, France	True
I_Chevalley	149008275	St-George	False
BarnetCouncil	14831512	London, England	True
FabriziSem	905465755	Rome, Italy	True
KieranMullanUK	2834640796	NA	True
IratxeGarper	900231078	NA	True
FlyingBrussels	95252395	Brussels, Belgium	True
Leicester_News	57323439	Leicester, UK	True
EvaUNICEF	422825907	Copenhagen, Denmark	True
urw_group	950136756	NA	True
EUintheUS	217616314	Washington, D.C.	True
PeverelCourt	3674025916	Buckinghamshire & Oxfordshire	False
DubyMuller	531550143	Haute-Savoie	True
TUIGroup	41062336	Hanover, Germany	True
UNOCHA	21303235	NA	True
OldhamCouncil	114765763	Oldham	True
PrincessCruises	17207243	Santa Clarita, CA	True
Nigel_Farage	19017675	NA	True
AnnaAsimakopoul	533041104	Πλ. Καλογήρων 3, Αγ.Δημήτριος	True
SantePubliqueFr	2817216464	Ile-de-France, Frankreich	True
RidgeOnSunday	235229140	United Kingdom	True
jessphillips	20000725	Birmingham, England	True
PoppyLegion	74117081	UK	True
maudgatel	17747931	Paris	True
JohnPearson68	1857851366	NA	True
MPSNewham	507924465	Newham, London	True
DavidDhabib	4714098677	Pyrénées-Atlantiques, France	True
Departement_AIN	456511481	Bourg-en-Bresse, France	True
ffeboon	48328698	Amsterdam, Niederlande	False
MEDAM_migration	799228602701246464	Kiel ǀ Brussels ǀ Florence	False
AnunaDe	1093065087898783745	NA	True
SwissScience_TF	1293855827347017728	NA	False
WHOLiberia	1282680391791448064	NA	False
TSAReilly	861871568108089345	Provence, France 	True
PoliceNat63	1085574844333338624	Puy-de-Dôme, Auvergne	True
mfaftja	988493879812018182	Jamaica	False
brajovic_mina	1319240202448211973	NA	False
USAmbUN	1354525155238801413	New York City	True
SwissMFA	814031694353338368	Bern, Schweiz	True
olivierdam1	789792281540890625	Engayrac, France	True
Reset_EU_ECR	1335910875543318534	Europe	False
LeitaoMarquesEP	1174051426890371084	Bruxelas	False
DeniseSaintPe	889873028984827909	NA	True
karinamuranaga	963955572629540869	NA	False
DavorBozinovic	888501096670429185	Republic of Croatia	True
NHSVolResponder	1245038241155252226	Great Britain 	True
JuLeturcq	839201877858320386	France	False
mhclg	1439347475903655946	NA	False
