tweet_id,type,created_at,handle,name,text,URL,retweets,favorites
1356303089561702403,Reply,2021-02-01 18:07:10,ECDC_EU,ECDC,@dsmooney @eurireland @HSELive @EU_Commission @EUCouncil @EU_Health @EMA_News @WHO_Europe @Eurosurveillanc… https://t.co/KWUvZU843i,https://twitter.com/ECDC_EU/status/1356303089561702403,1,3
1356301888636014595,Reply,2021-02-01 18:02:23,ECDC_EU,ECDC,"@gloverstweets Hey Ashley! Completely understand your point.

The dashboard shows the data that have been officiall… https://t.co/8WHLnkVXaH",https://twitter.com/ECDC_EU/status/1356301888636014595,0,0
1356300531824812032,Reply,2021-02-01 17:57:00,ECDC_EU,ECDC,@MorgenrothEdgar Hey Edgar! We have not accumulated the data for Ireland with Northern Ireland. There was an issue… https://t.co/mQOzFCci5l,https://twitter.com/ECDC_EU/status/1356300531824812032,0,1
1356299729362157568,Reply,2021-02-01 17:53:48,ECDC_EU,ECDC,@sissel_kvist @AndersAarkrogJ Hello! Our dashboard shows only the officially reported data via a specific channel b… https://t.co/tQbZw6OUx5,https://twitter.com/ECDC_EU/status/1356299729362157568,0,0
1356289812874072069,Reply,2021-02-01 17:14:24,ECDC_EU,ECDC,"@vramosbis @DaveKeating @MatinaStevis Hey Victoria!
For the data: there were some issues with the data reported fro… https://t.co/un7EOO24Mb",https://twitter.com/ECDC_EU/status/1356289812874072069,0,1
1356289282948870144,Reply,2021-02-01 17:12:18,ECDC_EU,ECDC,@DaveKeating @MatinaStevis Hey Dave! Lots of traffic. Sorry for that! Working on a fix!,https://twitter.com/ECDC_EU/status/1356289282948870144,0,2
1356287279329906695,Reply,2021-02-01 17:04:20,ECDC_EU,ECDC,@Mariekeconomie @vanrijsbergen @PVandenHoute Hello! NO and LV data in today's update are a clear example of what we… https://t.co/yQCfrDhPDN,https://twitter.com/ECDC_EU/status/1356287279329906695,0,3
1356284958344622081,Reply,2021-02-01 16:55:07,ECDC_EU,ECDC,@AnMailleach Please take a look at the disclaimer on top of the dashboard page (copying here as a png too). NO and… https://t.co/BwMrj1Tdwo,https://twitter.com/ECDC_EU/status/1356284958344622081,0,0
1356283981239640064,Reply,2021-02-01 16:51:14,ECDC_EU,ECDC,@NaomiOhReally Dear @NaomiOhReally - it appears that there was an issue with the data that was reported from… https://t.co/m3t23c7mHo,https://twitter.com/ECDC_EU/status/1356283981239640064,2,8
1356281480729800707,Reply,2021-02-01 16:41:18,ECDC_EU,ECDC,"@AnMailleach Hello @AnMailleach - the dashboard shows only the officially reported data from the Member States.
Our… https://t.co/uTtXOOtCT6",https://twitter.com/ECDC_EU/status/1356281480729800707,0,2
1356280807204278274,Reply,2021-02-01 16:38:37,ECDC_EU,ECDC,"@MatinaStevis @NoonanJoe Hey Matina!
It appears that there was an issue with the data that was reported from Irelan… https://t.co/o3wmN0QFrA",https://twitter.com/ECDC_EU/status/1356280807204278274,3,1
1356262942728192002,Reply,2021-02-01 15:27:38,ECDC_EU,ECDC,"@Daragh7 @Belter84 @BTriagain @NaomiOhReally Dear all, this considers LV and NO data for this update. We are review… https://t.co/Moj3IVMaen",https://twitter.com/ECDC_EU/status/1356262942728192002,1,2
1356242907909513216,Reply,2021-02-01 14:08:01,ECDC_EU,ECDC,"@paola_tamma Hey Paola! We are checking the issue with Ireland.

For Latvia/Norway, please see the part of disclaim… https://t.co/37EsOlwWu2",https://twitter.com/ECDC_EU/status/1356242907909513216,0,1
1356234295904509956,Reply,2021-02-01 13:33:48,ECDC_EU,ECDC,@MatinaStevis @NoonanJoe Checking! Will come back to you with an answer ASAP!,https://twitter.com/ECDC_EU/status/1356234295904509956,0,4
1356223198208143366,Reply,2021-02-01 12:49:42,ECDC_EU,ECDC,"Important on #VaccineTracker: Member States may upload data at any time but as a minimum they report:
- every Tuesd… https://t.co/cpwjlPK77h",https://twitter.com/ECDC_EU/status/1356223198208143366,10,17
1356204141408874496,Reply,2021-02-01 11:33:59,ECDC_EU,ECDC,The tool provides also initial indicative estimates of vaccine uptake for the 1st and 2nd dose per population targe… https://t.co/kpbhpLnbF8,https://twitter.com/ECDC_EU/status/1356204141408874496,10,29
1356204137122320387,Reply,2021-02-01 11:33:58,ECDC_EU,ECDC,"In this phase of vaccination campaigns, monitoring the distribution &amp; doses received by individuals provides useful… https://t.co/IsCQzyUnZh",https://twitter.com/ECDC_EU/status/1356204137122320387,4,13
1356204132189798402,New,2021-02-01 11:33:56,ECDC_EU,ECDC,"We have set up a monitoring system for collection of key #COVID19vaccine rollout indicators! 

See the interactive… https://t.co/1R4ygd88rk",https://twitter.com/ECDC_EU/status/1356204132189798402,154,216
1356176283521196036,New,2021-02-01 09:43:17,ECDC_EU,ECDC,"RT @vonderleyen: We are working with pharmaceutical companies to ensure vaccines are delivered to Europeans. 

#BioNTech/@pfizer will deliv…",https://twitter.com/ECDC_EU/status/1356176283521196036,698,0
1356173891752910848,New,2021-02-01 09:33:46,ECDC_EU,ECDC,"RT @ECDC_Outbreaks: The weekly bulletin for #epidemiologists and #HealthProfessionals on active public health threats is out!

This issue f…",https://twitter.com/ECDC_EU/status/1356173891752910848,15,0
1355177689867554816,New,2021-01-29 15:35:13,ECDC_EU,ECDC,.@EMA_News press briefing on #AstraZeneca #COVID19 vaccine authorisation #LIVE now: https://t.co/QX6IvXPeOQ https://t.co/XFu3GkPPyA,https://twitter.com/ECDC_EU/status/1355177689867554816,1,7
1355177081919909899,New,2021-01-29 15:32:48,ECDC_EU,ECDC,RT @SKyriakidesEU: I welcome @EMA_News positive opinion on conditional marketing authorisation for @AstraZeneca vaccine. We stand ready to…,https://twitter.com/ECDC_EU/status/1355177081919909899,63,0
1355175772919648258,New,2021-01-29 15:27:36,ECDC_EU,ECDC,RT @EU_Commission: ▶️ Watch the press conference by @VDombrovskis and @SKyriakidesEU on the vaccine export transparency scheme. #StrongerTo…,https://twitter.com/ECDC_EU/status/1355175772919648258,92,0
1355175752610754569,New,2021-01-29 15:27:32,ECDC_EU,ECDC,RT @SKyriakidesEU: We want to continue finding solutions with our partners to deliver vaccines to citizens. But this approach is built on t…,https://twitter.com/ECDC_EU/status/1355175752610754569,38,0
1355175730687176705,New,2021-01-29 15:27:26,ECDC_EU,ECDC,"RT @SKyriakidesEU: For months, @EU_Commission has invested to secure #COVID19 vaccines and support their production to bring doses to citiz…",https://twitter.com/ECDC_EU/status/1355175730687176705,144,0
1355175707123527682,New,2021-01-29 15:27:21,ECDC_EU,ECDC,RT @EMA_News: 📢 EMA has just recommended granting a conditional marketing authorisation for the #COVID19vaccine AstraZeneca to prevent #COV…,https://twitter.com/ECDC_EU/status/1355175707123527682,924,0
1355151900296040451,New,2021-01-29 13:52:45,ECDC_EU,ECDC,RT @EMA_News: ‼️ Update: EMA’s virtual press briefing to discuss the outcome of the evaluation of #COVID19 Vaccine AstraZeneca by EMA’s hum…,https://twitter.com/ECDC_EU/status/1355151900296040451,112,0
1355106095732195328,New,2021-01-29 10:50:44,ECDC_EU,ECDC,"RT @misver: Thank you @ECDC_EU for sharing the @InclusionEurope and @EASPD_Brussels easy-to-read resource on Covid vaccines
Clear informati…",https://twitter.com/ECDC_EU/status/1355106095732195328,6,0
1354876307620974595,New,2021-01-28 19:37:38,ECDC_EU,ECDC,"Latest #COVID19 update (week 03/2021)

Global:
▪ 99 727 853 cases
▪ 2 137 670 deaths

EU/EEA:
▪ 18 849 065 cases
▪… https://t.co/62KYNHX1HO",https://twitter.com/ECDC_EU/status/1354876307620974595,17,18
1354835999440969734,New,2021-01-28 16:57:28,ECDC_EU,ECDC,"CORRECTION!

#JustPublished
Updated Vertical traffic light maps are online!

These maps aim to support the… https://t.co/HOk0Ywu00o",https://twitter.com/ECDC_EU/status/1354835999440969734,38,58
1354734140453740545,New,2021-01-28 10:12:43,ECDC_EU,ECDC,"RT @WHO_Europe: Good morning, 

Today, we face a pandemic paradox. 

Vaccines, on the one hand, offer remarkable hope. On the other hand, n…",https://twitter.com/ECDC_EU/status/1354734140453740545,12,0
1354459799807791104,New,2021-01-27 16:02:35,ECDC_EU,ECDC,"RT @EU_Commission: ""I call on AstraZeneca to engage fully, to rebuild trust, to provide complete information and to live up to its contract…",https://twitter.com/ECDC_EU/status/1354459799807791104,135,0
1354459765435457536,New,2021-01-27 16:02:27,ECDC_EU,ECDC,"RT @EU_Commission: ▶️ Watch the press conference by Commissioner @SKyriakidesEU
 
#StrongerTogether 

https://t.co/DwQT42qyKp",https://twitter.com/ECDC_EU/status/1354459765435457536,101,0
1354458693425889287,Reply,2021-01-27 15:58:11,ECDC_EU,ECDC,@paraic70 🤘🤘🤘 https://t.co/X2Vx6yOaaJ,https://twitter.com/ECDC_EU/status/1354458693425889287,1,3
1354376557670903811,New,2021-01-27 10:31:49,ECDC_EU,ECDC,"#ECDC Director - Dr Andrea Ammon and @EMA_News expert -
Dr. Hans-Georg #Eichler
participate in a briefing organised… https://t.co/r2q6VRzfQd",https://twitter.com/ECDC_EU/status/1354376557670903811,5,12
1354107055355924480,New,2021-01-26 16:40:54,ECDC_EU,ECDC,"RT @WHO: ""Following the recommendations of the Interagency Coordination Group on #AntimicrobialResistance, we have come together to advocat…",https://twitter.com/ECDC_EU/status/1354107055355924480,323,0
1354105442906025985,New,2021-01-26 16:34:30,ECDC_EU,ECDC,RT @WHO_Europe: 🎥🔴 WATCH LIVE as experts from WHO/Europe answer your questions on COVID-19. Got a question? Let us know in the comments sec…,https://twitter.com/ECDC_EU/status/1354105442906025985,43,0
1354005035026407425,New,2021-01-26 09:55:31,ECDC_EU,ECDC,"RT @EU_Health: #SafeVaccines: Even after authorisation

▶ Companies are legally required to report side effects 
▶ EU &amp; national authoritie…",https://twitter.com/ECDC_EU/status/1354005035026407425,46,0
1353744709672443904,New,2021-01-25 16:41:04,ECDC_EU,ECDC,"RT @SKyriakidesEU: The EU wants to know exactly which doses have been produced where by @AstraZeneca so far, and if, or to whom, they have…",https://twitter.com/ECDC_EU/status/1353744709672443904,487,0
1353744612997951489,New,2021-01-25 16:40:41,ECDC_EU,ECDC,RT @EU_Commission: ▶️ Watch the press conference by Commissioner @SKyriakidesEU on vaccine deliveries and on the export transparency scheme…,https://twitter.com/ECDC_EU/status/1353744612997951489,159,0
1353739970683482119,New,2021-01-25 16:22:14,ECDC_EU,ECDC,RT @EC_AVService: 📢 Press statement by Commissioner @SKyriakidesEU on vaccine deliveries and on the vaccine export transparency scheme #Saf…,https://twitter.com/ECDC_EU/status/1353739970683482119,24,0
1353683503259541504,New,2021-01-25 12:37:52,ECDC_EU,ECDC,"RT @EC_AVService: 📌 Commissioners @dreynders and @YlvaJohansson give a press conference on travel within and from outside the EU 🧳✈️🚘🇪🇺 

🎥…",https://twitter.com/ECDC_EU/status/1353683503259541504,13,0
1353683478383124480,New,2021-01-25 12:37:46,ECDC_EU,ECDC,"RT @EU_Commission: We propose an update on measures restricting free movement within the EU.

In light of new coronavirus variants, it is n…",https://twitter.com/ECDC_EU/status/1353683478383124480,79,0
1353678239579987968,New,2021-01-25 12:16:57,ECDC_EU,ECDC,"RT @vonderleyen: In parallel, we propose stronger requirements for international travellers into the EU: testing, quarantines and a future…",https://twitter.com/ECDC_EU/status/1353678239579987968,151,0
1353678209607475201,New,2021-01-25 12:16:49,ECDC_EU,ECDC,"RT @vonderleyen: We update the colour code of @ECDC_EU maps &amp; apply stricter measures for travellers from higher risk areas.

At the same t…",https://twitter.com/ECDC_EU/status/1353678209607475201,108,0
1353678195682398210,New,2021-01-25 12:16:46,ECDC_EU,ECDC,"RT @vonderleyen: The situation in Europe with the new variants have led us to take difficult but necessary decisions. 

We need to keep saf…",https://twitter.com/ECDC_EU/status/1353678195682398210,562,0
1353664552559378432,Reply,2021-01-25 11:22:33,ECDC_EU,ECDC,"@ShallBeFree7591 @pietkuip @profvrr Nope. That is wrong (to put it very mildly).

We are an EU agency, financed fro… https://t.co/UVXc699xXA",https://twitter.com/ECDC_EU/status/1353664552559378432,0,2
1353663276069113856,Reply,2021-01-25 11:17:29,ECDC_EU,ECDC,"@shkabo_tm Hello! You are aware we are an EU agency, right?

In most of our datasets we include EU, EEA and EU-cand… https://t.co/2914FnxTdO",https://twitter.com/ECDC_EU/status/1353663276069113856,0,0
1352549837405876224,Reply,2021-01-22 09:33:05,ECDC_EU,ECDC,🗣️ECDC Director Andrea Ammon on the #SARSCoV2 variants of concern and the measures needed to curb their transmissio… https://t.co/WnT0Iz6Ko5,https://twitter.com/ECDC_EU/status/1352549837405876224,20,29
1352300065101123584,Reply,2021-01-21 17:00:34,ECDC_EU,ECDC,Probability of introduction &amp; spread of #variants of concern in 🇪🇺 very high due to their increased transmissibilit… https://t.co/FWqZXS1GBR,https://twitter.com/ECDC_EU/status/1352300065101123584,30,49
1352299221517557762,Reply,2021-01-21 16:57:13,ECDC_EU,ECDC,"Mutations in #SARSCoV2 virus have been observed globally. While most will not have a significant impact, some may p… https://t.co/1VYSlueida",https://twitter.com/ECDC_EU/status/1352299221517557762,79,98
1352295932851875840,New,2021-01-21 16:44:09,ECDC_EU,ECDC,"#JustPublished! 
Updated Risk Assessment: Risk related to spread of new #SARSCoV2 variants of concern.

Update on 3… https://t.co/ER5OeWxyfO",https://twitter.com/ECDC_EU/status/1352295932851875840,123,147
1352251382036918274,New,2021-01-21 13:47:07,ECDC_EU,ECDC,"RT @EUCouncil: If you are colour-blind, check out this version of the @ECDC_EU map ⬇️ https://t.co/7fNbyFMAEE",https://twitter.com/ECDC_EU/status/1352251382036918274,15,0
1352248168440885249,New,2021-01-21 13:34:21,ECDC_EU,ECDC,"Latest #COVID19 update (week 02/2021)

Global:
▪ 94 582 873 cases
▪ 2 036 713 deaths

EU/EEA:
▪ 17 906 888 cases
▪… https://t.co/Toc3Dj39aM",https://twitter.com/ECDC_EU/status/1352248168440885249,9,11
1352237500350291969,New,2021-01-21 12:51:58,ECDC_EU,ECDC,"#JustPublished
Updated 🚦 maps are now online!

These maps aim to support the 
@EUCouncil recommendation on a coordi… https://t.co/DERzMqDsDE",https://twitter.com/ECDC_EU/status/1352237500350291969,102,155
1351475466897678337,New,2021-01-19 10:23:55,ECDC_EU,ECDC,"RT @EU_Commission: Vaccinations against COVID-19 are taking place across the EU. 
People from priority groups - healthcare professionals or…",https://twitter.com/ECDC_EU/status/1351475466897678337,184,0
1351474824556773376,Reply,2021-01-19 10:21:22,ECDC_EU,ECDC,@AntonSpisak @georgvh @MarosSefcovic Working on it! Should be coming soon.,https://twitter.com/ECDC_EU/status/1351474824556773376,1,3
1351474311060664320,New,2021-01-19 10:19:19,ECDC_EU,ECDC,"RT @EU_Commission: “I did it because I want us to live normally again.”

Prof. Diana Păun, 
Endocrinologist, 
Chief Coronavirus Adviser, 🇷🇴",https://twitter.com/ECDC_EU/status/1351474311060664320,73,0
1351474271697178631,New,2021-01-19 10:19:10,ECDC_EU,ECDC,RT @ktowens: We will leave no stone unturned until we leave this pandemic: closing words from @SKyriakidesEU at #EPlenary,https://twitter.com/ECDC_EU/status/1351474271697178631,3,0
1351474248578199553,New,2021-01-19 10:19:04,ECDC_EU,ECDC,RT @SKyriakidesEU: Nobody will be safe until everyone is safe. Working as #TeamEurope w/ our neighbours and international partners through…,https://twitter.com/ECDC_EU/status/1351474248578199553,47,0
1351103959566602241,New,2021-01-18 09:47:40,ECDC_EU,ECDC,"#JustPublished!

Technical report on sequencing of #SARSCoV2 - first update in the context of the recently identifi… https://t.co/DxtACAzcZg",https://twitter.com/ECDC_EU/status/1351103959566602241,20,24
1351098898543214592,New,2021-01-18 09:27:34,ECDC_EU,ECDC,"#JustPublished!

#ECDC rapid assessment of laboratory practices and needs related to #COVID19

The report assesses… https://t.co/cIa4NJiYMv",https://twitter.com/ECDC_EU/status/1351098898543214592,25,34
1350099751333744641,New,2021-01-15 15:17:19,ECDC_EU,ECDC,"RT @ECDC_Outbreaks: Latest @ECDC_EU #CDTR report is out now!

This week's issue includes updates on:

➡️ #Lyssavirus infection
➡️ #measles…",https://twitter.com/ECDC_EU/status/1350099751333744641,17,0
1349754359421300746,New,2021-01-14 16:24:51,ECDC_EU,ECDC,RT @Animals_EFSA: The @EFSA_EU @ECDC_eu joint rapid risk assessment of #Mink related SARS-CoV-2 variants highlights the importance of #OneH…,https://twitter.com/ECDC_EU/status/1349754359421300746,34,0
1349743499118333952,New,2021-01-14 15:41:41,ECDC_EU,ECDC,"Latest #COVID19 update (week 01/2021)

Global:
▪ 89 802 096 cases
▪ 1 940 529 deaths

EU/EEA:
▪ 16 938 330 cases
▪… https://t.co/VUTS7HXTmw",https://twitter.com/ECDC_EU/status/1349743499118333952,41,36
1349678101329047553,New,2021-01-14 11:21:49,ECDC_EU,ECDC,RT @JEPaquetEU: 📢 Today @JPIAMR is launching a €25m joint transnational call for research projects on #AMR with 33% funded by @EUScienceInn…,https://twitter.com/ECDC_EU/status/1349678101329047553,25,0
1349669941566468096,New,2021-01-14 10:49:24,ECDC_EU,ECDC,"#JustPublished
Updated 🚦 maps are now online!

These maps aim to support the 
@EUCouncil recommendation on a coordi… https://t.co/l9GLrWK3xR",https://twitter.com/ECDC_EU/status/1349669941566468096,83,117
1349661676833005568,New,2021-01-14 10:16:33,ECDC_EU,ECDC,"RT @EFSA_EU: Today we will attend the @EP_Agriculture meeting. On the agenda, an exchange of views with representatives of the @EU_Health a…",https://twitter.com/ECDC_EU/status/1349661676833005568,6,0
1349298206585348096,New,2021-01-13 10:12:15,ECDC_EU,ECDC,RT @Heunicke: Hasteindkaldt uformelt sundhedsministermøde netop nu om situationen med den smitsomme variant B117 og vacciner. Klart budskab…,https://twitter.com/ECDC_EU/status/1349298206585348096,15,0
1349295421588467714,New,2021-01-13 10:01:11,ECDC_EU,ECDC,"RT @vonderleyen: Today's videoconference on #COVID19 response focused on:

▫️Epidemiological situation, new strains of the virus
▫️Vaccine…",https://twitter.com/ECDC_EU/status/1349295421588467714,115,0
1348963476350394368,Reply,2021-01-12 12:02:09,ECDC_EU,ECDC,"""An opinion on the marketing authorisation could be issued by 29.01 during the meeting of EMA’s scientific committe… https://t.co/QY0ftRURtM",https://twitter.com/ECDC_EU/status/1348963476350394368,10,11
1348963474890776577,New,2021-01-12 12:02:09,ECDC_EU,ECDC,"Important news on a next #COVID19vaccine.

#AstraZeneca has filed an application for a conditional marketing author… https://t.co/m0PUsA3WwY",https://twitter.com/ECDC_EU/status/1348963474890776577,35,52
1348940005155229696,New,2021-01-12 10:28:53,ECDC_EU,ECDC,"RT @EU_Commission: We have built a robust portfolio of potential vaccines based on different technologies.

For example, both Moderna and B…",https://twitter.com/ECDC_EU/status/1348940005155229696,70,0
1348939329574469632,New,2021-01-12 10:26:12,ECDC_EU,ECDC,"We are looking for external experts to work with us on the EU Initiative on Health Security.

Feel like you can hel… https://t.co/e7oZ0fqu4G",https://twitter.com/ECDC_EU/status/1348939329574469632,20,24
1348606403506806784,New,2021-01-11 12:23:17,ECDC_EU,ECDC,RT @ECDC_Outbreaks: Our weekly bulletin for epidemiologists and #HealthProfessionals on active public #HealthThreats for previous week is o…,https://twitter.com/ECDC_EU/status/1348606403506806784,25,0
1347842317999341569,New,2021-01-09 09:47:04,ECDC_EU,ECDC,RT @carlbildt: This day a year ago come the first warning of a new coronavirus from @ECDC_EU.  Very few took notice of it that day. https:/…,https://twitter.com/ECDC_EU/status/1347842317999341569,70,0
1347536641599143936,New,2021-01-08 13:32:26,ECDC_EU,ECDC,"RT @EMA_News: A conditional marketing authorisation results in one authorisation valid throughout the 🇪🇺, allowing all Member States – big…",https://twitter.com/ECDC_EU/status/1347536641599143936,8,0
1347536587408736259,New,2021-01-08 13:32:13,ECDC_EU,ECDC,"RT @EMA_News: Anyone can report a suspected side effect with #COVID19vaccines to their national authority, healthcare professional &amp; vaccin…",https://twitter.com/ECDC_EU/status/1347536587408736259,38,0
1347536562754637825,New,2021-01-08 13:32:07,ECDC_EU,ECDC,"RT @EMA_News: To ensure each #COVID19vaccine is used safely and effectively, recommendations &amp; precautions are available for:
✔️healthcare…",https://twitter.com/ECDC_EU/status/1347536562754637825,24,0
1347536209216733185,New,2021-01-08 13:30:42,ECDC_EU,ECDC,RT @EMA_News: Section 4.4 of the #Comirnaty product information says that cases of anaphylaxis have been reported. Appropriate medical trea…,https://twitter.com/ECDC_EU/status/1347536209216733185,24,0
